store_id,product_id,forecast_7d,forecast_7d_lower,forecast_7d_upper,forecast_14d,forecast_14d_lower,forecast_14d_upper,forecast_30d,forecast_30d_lower,forecast_30d_upper,forecast_60d,forecast_60d_lower,forecast_60d_upper,forecast_acceleration,forecast_confidence_30d,is_trending_up,is_trending_down,is_stable
store_AD,COMMON00033,357.7,89.6,618.6,712.5,175.0,1240.2,1515.0,363.6,2653.0,2986.5,690.3,5285.8,1.0098814229249011,1.5110553758827803,0,0,1
store_AE,COMMON00033,523.7,176.3,864.6,1044.3,355.1,1735.6,2222.0,756.4,3687.0,4404.6,1469.0,7323.5,1.0087319422150884,1.3188425363394987,0,0,1
store_AF,COMMON00033,206.6,28.2,398.9,405.3,47.3,781.6,830.6,76.8,1635.7,1527.5,104.9,3143.4,1.0621743899095146,1.8766100878776935,0,0,1
store_AG,COMMON00033,206.6,62.6,347.0,406.1,114.7,685.7,839.1,218.3,1443.2,1555.3,341.1,2782.9,1.0514530001526794,1.459604385128694,0,0,1
store_AH,COMMON00033,113.9,30.1,200.0,227.3,59.0,398.7,485.0,121.8,849.9,962.2,230.5,1696.4,1.0002927400468382,1.5009276437847867,0,0,1
store_AI,COMMON00033,397.9,50.0,759.8,783.0,96.8,1502.9,1614.9,167.2,3157.1,3014.2,248.0,6130.2,1.0540118142565758,1.8513312693498452,0,0,1
store_AJ,COMMON00033,9.3,1.8,16.6,18.6,3.8,33.2,40.1,8.6,71.0,80.5,17.7,142.7,0.9247596950613193,1.552238805970149,0,0,1
store_BA,COMMON00033,45.7,8.8,82.2,92.3,17.5,165.3,200.8,39.4,358.6,417.6,95.8,734.9,0.9610262161783263,1.5888501742160281,0,0,1
store_BB,COMMON00033,17.6,0.0,39.2,35.2,0.1,77.6,75.4,0.6,167.1,150.2,0.7,332.9,0.9620991253644315,2.205298013245033,0,0,1
store_BC,COMMON00033,48.3,7.4,90.5,96.8,15.2,181.2,209.2,33.8,387.7,423.5,71.4,776.9,0.9754948162111217,1.690874343048256,0,0,1
store_BD,COMMON00033,87.6,3.3,185.2,173.7,5.9,368.0,366.6,9.9,779.1,708.3,15.1,1528.7,1.0157699443413728,2.0976274884101445,0,0,1
store_BE,COMMON00033,239.0,34.7,457.9,471.6,68.6,907.5,981.8,132.5,1912.8,1859.3,214.4,3730.4,1.040095160728792,1.8131174253997353,0,0,1
store_BF,COMMON00033,143.9,17.5,273.6,281.9,32.5,540.2,576.2,59.0,1126.3,1048.2,81.0,2152.5,1.064769139700079,1.8519868124240844,0,0,1
store_BG,COMMON00033,70.7,5.7,143.0,140.4,11.0,284.8,297.3,22.7,604.1,580.8,41.2,1194.0,1.008991008991009,1.9549428379287153,0,0,1
store_BH,COMMON00033,38.4,4.0,73.3,76.3,7.7,145.6,159.5,15.1,308.1,311.4,25.5,610.1,1.012747252747253,1.8358395989974938,0,0,1
store_BI,COMMON00033,292.5,80.4,497.0,579.5,155.6,1002.3,1218.6,332.4,2128.0,2347.6,553.4,4156.2,1.0261717653662643,1.4733732665955528,0,0,1
store_BJ,COMMON00033,112.4,36.6,190.7,225.9,72.7,379.2,490.0,161.1,816.3,1001.8,345.9,1659.0,0.9771080846131556,1.3368700265251987,0,0,1
store_BK,COMMON00033,44.1,1.9,87.0,88.4,5.0,173.4,190.7,11.0,373.6,387.8,27.9,756.5,0.975735673722251,1.9004192872117402,0,0,1
store_BL,COMMON00033,172.6,50.1,296.5,339.9,95.7,586.9,704.1,176.2,1237.1,1316.5,270.0,2374.6,1.0461240075156066,1.5065322351604655,0,0,1
store_BM,COMMON00033,59.4,9.6,109.9,119.3,19.9,220.3,257.6,43.5,473.8,528.5,99.3,961.3,0.9768665716478455,1.6697710516103994,0,0,1
store_BN,COMMON00033,56.1,2.0,128.1,111.1,2.7,255.7,233.2,3.6,545.4,448.0,4.7,1074.4,1.0179025039312932,2.32233176168024,0,0,1
store_BO,COMMON00033,104.2,7.7,216.2,205.8,15.8,430.4,428.7,28.5,916.9,812.4,39.4,1785.5,1.034448525761938,2.071828358208955,0,0,1
store_BP,COMMON00033,8.9,2.4,15.4,17.9,5.0,30.9,38.5,10.7,66.7,78.1,22.6,133.7,0.919104991394148,1.450777202072539,0,0,1
store_BQ,COMMON00033,117.2,30.9,200.8,234.7,62.1,406.0,504.3,133.5,873.5,1018.1,277.7,1759.5,0.9901157387851652,1.4670896114195082,0,0,1
store_BR,COMMON00033,109.5,16.7,205.3,218.7,37.2,408.8,466.4,75.7,867.8,937.6,161.8,1739.7,0.9997565280905717,1.697963558413719,0,0,1
store_BS,COMMON00033,133.0,3.0,279.1,259.5,6.9,552.7,520.8,10.6,1160.4,932.2,11.8,2214.6,1.088201603665521,2.207333461316952,0,0,1
store_BT,COMMON00033,358.7,70.3,646.4,712.7,142.6,1288.2,1514.8,308.7,2740.5,2945.3,552.2,5378.7,1.012838130376673,1.6052544722423925,0,0,1
store_CB,COMMON00033,147.7,29.2,270.0,295.5,57.4,535.0,634.2,120.5,1145.0,1277.0,246.3,2296.1,0.9934086629001881,1.6151663250827681,0,0,1
store_CE,COMMON00033,75.5,6.0,149.4,150.8,11.0,297.3,321.2,22.2,634.0,641.6,47.9,1262.5,0.9980611615404954,1.904139433551198,0,0,1
store_CG,COMMON00033,29.4,2.1,60.4,58.8,4.2,121.3,124.9,8.5,261.0,254.2,18.2,526.2,0.985144644253323,2.02,0,0,1
store_CH,COMMON00033,100.8,31.2,171.3,203.2,65.2,344.8,443.9,147.6,742.5,915.7,317.4,1511.4,0.9666592078764826,1.3398648648648648,0,0,1
store_CI,COMMON00033,47.4,5.6,88.8,94.9,11.6,178.6,203.7,24.3,385.0,414.0,56.5,777.6,0.9827907941115489,1.7698724239450443,0,0,1
store_CJ,COMMON00033,52.7,3.2,107.2,105.5,5.7,215.8,226.0,10.3,461.5,455.5,21.2,928.7,0.986275733000624,1.995577178239717,0,0,1
store_CK,COMMON00033,45.7,5.7,87.7,91.7,12.3,173.9,197.3,25.9,373.4,401.3,57.2,757.1,0.9778189858070039,1.760385005065856,0,0,1
store_CN,COMMON00033,28.0,1.0,60.7,55.9,1.5,121.1,118.7,3.7,260.6,239.7,7.1,522.4,0.9860312243221035,2.1624579124579126,0,0,1
store_CO,COMMON00033,66.4,13.4,119.1,133.1,27.8,239.8,287.0,61.5,516.1,581.5,125.8,1040.8,0.98128078817734,1.583420411006618,0,0,1
store_CP,COMMON00033,87.0,28.5,147.0,175.0,57.9,294.1,380.2,127.1,634.4,780.8,272.9,1289.2,0.9730092454518342,1.3339468840389166,0,0,1
store_CQ,COMMON00033,6.9,2.4,11.3,13.6,4.7,22.5,28.7,9.6,48.0,55.8,17.6,94.4,0.9328526363226679,1.3333333333333333,0,0,1
store_CR,COMMON00033,64.3,5.4,133.9,125.0,9.4,267.3,251.8,16.0,553.1,441.7,17.6,1048.4,1.0815205202960303,2.1321953156014293,0,0,1
store_CS,COMMON00033,6.0,1.2,10.9,11.8,2.3,21.6,24.5,4.0,45.4,47.1,7.1,88.6,0.935064935064935,1.6829268292682926,0,0,1
store_CT,COMMON00033,34.5,2.1,69.9,68.9,4.8,138.1,146.2,10.3,294.6,294.4,21.7,592.7,0.9909996170049791,1.943267259056733,0,0,1
store_AA,COMMON00069,194.2,73.3,316.4,381.9,137.5,629.1,786.2,264.9,1317.1,1462.3,420.1,2519.4,1.0545941640721164,1.3381660943660176,0,0,1
store_AB,COMMON00069,241.4,79.7,407.9,481.0,160.9,808.8,1030.0,338.3,1726.6,2023.0,635.6,3411.5,1.0015212280459134,1.3477332297835163,0,0,1
store_AC,COMMON00069,339.9,139.1,539.2,679.5,287.0,1080.0,1453.1,610.3,2300.7,2914.1,1218.6,4606.6,1.0004218705544166,1.1632259840352326,0,0,1
store_AD,COMMON00069,250.1,56.9,443.3,499.7,111.6,890.9,1071.2,240.4,1904.5,2139.6,462.9,3811.8,0.9978189749182114,1.5533464015681882,0,0,1
store_AE,COMMON00069,483.9,146.9,818.9,958.9,292.1,1633.2,2008.9,571.3,3437.9,3872.7,1002.4,6747.2,1.030795339160566,1.4268790443006472,0,0,1
store_AF,COMMON00069,320.3,41.6,604.1,627.3,80.2,1188.0,1278.4,138.6,2480.5,2334.0,222.5,4721.4,1.0712613436197016,1.8317559640203365,0,0,1
store_AG,COMMON00069,139.2,37.7,242.7,277.8,73.8,482.9,589.7,154.2,1027.5,1177.4,305.8,2048.0,1.0065318518161437,1.480671414038657,0,0,1
store_AH,COMMON00069,282.9,80.4,479.3,564.6,157.2,969.3,1204.0,342.3,2080.0,2392.2,666.8,4132.2,1.0044975736773583,1.4431525620795616,0,0,1
store_AI,COMMON00069,404.5,55.5,764.7,790.2,100.5,1510.9,1603.1,161.6,3145.2,2881.5,211.4,5991.1,1.0793670559563096,1.8610279441117765,0,0,1
store_AJ,COMMON00069,153.6,46.0,261.0,306.5,90.5,523.6,654.8,190.8,1120.9,1300.7,363.7,2230.8,1.00073839204274,1.4202168269964883,0,0,1
store_BA,COMMON00069,74.3,6.3,146.2,149.0,13.3,292.8,320.8,28.8,626.7,650.2,60.9,1266.0,0.9834112768022589,1.8631972577126832,0,0,1
store_BB,COMMON00069,21.8,0.0,50.2,43.4,0.1,99.7,92.7,0.2,212.5,183.1,0.5,421.2,0.9762651141961486,2.2877155172413794,0,0,1
store_BC,COMMON00069,225.1,85.0,363.1,451.2,171.3,726.9,974.5,368.4,1568.0,1972.2,764.3,3175.0,0.9869199853854584,1.2308639441822284,0,0,1
store_BD,COMMON00069,177.3,11.7,340.4,354.4,31.2,680.8,761.2,63.3,1466.2,1520.7,136.3,2932.2,0.994317119676973,1.8427689478523577,0,0,1
store_BE,COMMON00069,282.6,41.3,536.7,563.5,75.3,1060.6,1200.5,152.3,2270.5,2383.1,292.4,4524.3,1.0063505252537244,1.7642845244044645,0,0,1
store_BF,COMMON00069,8.8,2.1,15.5,17.5,4.3,30.7,37.2,9.1,65.4,74.0,17.9,130.3,0.9381663113006398,1.5093833780160857,0,0,1
store_BH,COMMON00069,113.9,38.0,189.0,228.7,77.1,377.3,491.9,166.2,811.8,1009.1,362.4,1652.5,0.9863464480558843,1.3121951219512193,0,0,1
store_BI,COMMON00069,97.7,11.6,186.7,194.5,24.2,375.0,412.6,46.7,798.2,813.2,90.4,1577.6,1.0074934689949127,1.820935304094984,0,0,1
store_BJ,COMMON00069,79.8,23.2,137.6,160.3,45.0,276.3,346.4,99.7,594.9,708.6,212.1,1203.2,0.9788208357183745,1.429148629148629,0,0,1
store_BK,COMMON00069,9.2,3.3,14.9,18.4,6.6,30.1,39.8,14.8,64.7,80.7,30.6,130.3,0.9212283044058744,1.2506265664160403,0,0,1
store_BL,COMMON00069,26.5,3.6,49.0,53.1,7.0,98.4,113.3,14.7,212.3,231.8,34.4,430.4,0.9765385087827049,1.7425044091710762,0,0,1
store_BM,COMMON00069,88.0,27.9,148.8,176.3,54.1,299.6,380.8,117.6,645.3,769.4,246.1,1297.3,0.9826546564430879,1.385402992911525,0,0,1
store_BN,COMMON00069,16.3,0.0,37.3,32.7,0.0,75.2,70.6,0.2,160.8,142.3,0.5,322.8,0.9491459627329194,2.271570014144272,0,0,1
store_BO,COMMON00069,30.0,1.5,62.7,60.0,3.0,125.7,128.2,5.5,269.8,262.1,15.0,547.2,0.9799651567944253,2.0600155884645366,0,0,1
store_BP,COMMON00069,61.3,10.4,111.1,123.2,22.0,222.8,266.6,50.4,480.6,544.6,113.0,975.4,0.9744595167443831,1.6130483689538806,0,0,1
store_BQ,COMMON00069,49.9,6.2,93.2,99.6,12.3,187.3,212.7,26.2,400.6,424.7,49.5,802.4,0.9914563878402544,1.7593984962406017,0,0,1
store_BR,COMMON00069,109.4,13.6,212.4,217.6,26.1,423.3,458.6,53.9,897.8,907.4,111.9,1784.4,1.0157217132953702,1.8397645519947676,0,0,1
store_BS,COMMON00069,223.3,25.4,433.7,435.5,43.0,857.7,875.2,65.4,1781.0,1564.2,77.5,3370.5,1.0897289911181962,1.9600137095852848,0,0,1
store_BT,COMMON00069,270.3,61.7,478.7,538.7,122.2,953.2,1153.2,258.6,2045.3,2274.8,492.6,4075.8,1.001927496478612,1.549206624468915,0,0,1
store_CA,COMMON00069,15.2,0.1,32.8,30.4,0.1,65.8,65.3,0.1,141.5,130.3,0.1,282.6,0.9537753608031792,2.1620795107033643,0,0,1
store_CB,COMMON00069,11.8,0.5,25.4,23.7,1.0,51.0,50.6,2.1,108.7,102.5,4.8,218.9,0.9434968017057568,2.1025641025641026,0,0,1
store_CC,COMMON00069,23.5,1.2,48.5,47.1,2.4,96.5,101.3,4.3,205.4,205.0,10.3,413.9,0.9656211477879743,1.9832347140039448,0,0,1
store_CD,COMMON00069,44.8,3.1,92.4,89.6,6.0,184.1,193.5,13.9,395.8,389.2,29.4,794.9,0.9770992366412213,1.972623966942149,0,0,1
store_CE,COMMON00069,21.3,0.5,46.5,42.7,0.9,92.8,91.2,1.4,197.8,185.5,4.1,398.6,0.9690627843494086,2.151150054764513,0,0,1
store_CF,COMMON00069,48.7,3.5,95.2,97.7,5.8,190.3,210.2,13.1,412.7,425.2,28.6,833.3,0.9789600643259182,1.9001426533523538,0,0,1
store_CG,COMMON00069,91.6,5.5,186.8,181.6,10.1,374.6,382.9,18.7,796.4,739.0,30.5,1572.3,1.0172879724577057,2.0305483028720626,0,0,1
store_CH,COMMON00069,10.4,6.5,14.5,21.0,13.2,29.0,46.8,29.7,63.9,95.2,60.9,129.6,0.8950086058519794,0.7292110874200427,0,1,0
store_CK,COMMON00069,18.2,1.4,36.4,36.5,2.7,72.6,78.6,4.9,155.3,160.2,11.4,313.8,0.9558823529411766,1.9110546378653117,0,0,1
store_CL,COMMON00069,12.4,1.3,23.4,24.7,2.8,46.7,53.2,6.6,100.3,107.1,13.4,202.2,0.9456024402643619,1.7579737335834895,0,0,1
store_CM,COMMON00069,16.5,2.3,31.2,33.1,5.1,61.7,71.7,11.5,132.7,146.9,26.8,268.5,0.946643717728055,1.6880222841225625,0,0,1
store_CN,COMMON00069,68.1,5.1,143.0,135.9,9.6,288.8,286.1,19.2,611.1,575.3,39.8,1221.7,1.009536986707516,2.0681341719077566,0,0,1
store_CO,COMMON00069,85.5,17.7,154.2,171.6,36.8,306.2,368.7,74.4,657.7,751.2,160.8,1335.4,0.9858180560359737,1.5816160520607376,0,0,1
store_CP,COMMON00069,20.7,4.3,36.9,41.7,9.3,74.1,90.7,21.2,158.9,188.0,49.3,322.8,0.9467906693093457,1.5165198237885464,0,0,1
store_CQ,COMMON00069,19.6,0.9,40.3,39.1,1.4,81.2,83.5,3.2,174.1,167.1,7.3,348.1,0.9710982658959538,2.044258373205742,0,0,1
store_CT,COMMON00069,16.6,0.7,32.6,33.4,1.5,66.3,72.5,4.5,143.2,147.1,9.5,288.4,0.9422894985808893,1.9104683195592287,0,0,1
store_AA,COMMON00036,557.0,185.9,938.4,1094.2,349.0,1855.0,2245.8,624.0,3863.6,4154.3,940.7,7371.1,1.0615185241652692,1.4424506879202101,0,0,1
store_AB,COMMON00036,173.7,58.0,284.4,346.2,118.7,573.5,741.7,256.2,1223.7,1461.1,485.3,2432.2,0.9996355195764351,1.3042599083310864,0,0,1
store_AC,COMMON00036,9.1,0.3,18.2,18.1,0.6,36.4,38.6,1.4,77.9,76.3,2.5,154.8,0.9375,1.9767441860465116,0,0,1
store_AD,COMMON00036,231.7,41.9,413.3,462.7,93.0,829.5,986.9,195.0,1773.1,1970.6,387.5,3551.8,1.003131629457521,1.598885511651469,0,0,1
store_AE,COMMON00036,170.7,55.3,289.6,342.5,105.2,575.4,740.0,232.5,1240.4,1504.7,497.5,2507.8,0.9846183426264178,1.3618429941899743,0,0,1
store_AF,COMMON00036,330.5,51.0,627.1,649.5,83.7,1240.9,1334.2,145.9,2600.5,2478.9,228.6,4980.3,1.059249604717747,1.8396162781983063,0,0,1
store_AG,COMMON00036,296.4,85.2,508.5,581.7,160.6,1005.6,1195.4,282.5,2102.5,2194.5,414.1,4026.1,1.0599847415601753,1.522375575073191,0,0,1
store_AH,COMMON00036,161.3,44.7,280.1,321.9,90.8,554.9,686.2,190.2,1190.1,1365.8,379.3,2371.8,1.003026283061106,1.4569430278303945,0,0,1
store_AI,COMMON00036,205.5,23.1,396.1,406.3,44.6,783.2,846.5,86.7,1656.7,1620.2,148.7,3243.4,1.0367443033717314,1.8544767304512166,0,0,1
store_AJ,COMMON00036,310.8,94.0,514.3,620.4,194.9,1028.1,1321.7,425.6,2193.7,2640.0,868.2,4393.3,1.0055106816637729,1.3376456347405052,0,0,1
store_BA,COMMON00036,9.7,1.9,17.4,19.4,3.8,34.9,41.5,8.1,74.8,84.9,18.3,151.4,0.9341894060995184,1.6033653846153846,0,0,1
store_BB,COMMON00036,29.8,0.8,63.0,59.7,2.3,125.2,127.4,4.9,266.9,261.3,13.0,539.8,0.9794040315512708,2.0549019607843135,0,0,1
store_BC,COMMON00036,135.9,40.4,231.9,272.8,81.3,464.7,590.8,182.2,1001.7,1200.0,374.0,2019.5,0.9808497329548189,1.3868674902690812,0,0,1
store_BD,COMMON00036,48.3,0.3,108.8,96.2,0.3,215.9,205.5,0.8,462.9,406.3,1.8,917.1,0.9928057553956835,2.247568093385214,0,0,1
store_BE,COMMON00036,104.9,9.9,203.4,209.3,22.2,409.1,446.8,46.1,874.9,888.7,87.2,1741.5,0.9994918376421266,1.8545535914074736,0,0,1
store_BF,COMMON00036,265.4,57.9,475.4,525.0,112.0,944.5,1097.2,209.7,1988.6,2096.9,336.8,3863.2,1.0338380034798864,1.6211610316230747,0,0,1
store_BG,COMMON00036,19.0,1.2,38.9,38.1,2.1,77.9,81.5,4.2,166.8,166.9,10.5,337.9,0.963651732882502,1.9926470588235299,0,0,1
store_BH,COMMON00036,9.6,2.7,16.4,19.2,5.6,32.8,41.4,12.6,70.8,83.8,26.0,142.2,0.9266409266409267,1.4024096385542169,0,0,1
store_BI,COMMON00036,11.6,1.4,22.5,23.2,2.7,45.3,49.3,5.4,96.1,98.9,11.0,192.1,0.9505599562960939,1.8360323886639673,0,0,1
store_BJ,COMMON00036,313.3,132.3,495.0,628.8,266.2,995.9,1358.6,577.6,2141.8,2765.2,1209.8,4332.3,0.9861297633036765,1.1512475160079492,0,0,1
store_BK,COMMON00036,33.4,4.6,63.6,67.1,9.7,126.8,144.9,20.9,271.7,297.6,48.4,551.2,0.9678354100260794,1.729655172413793,0,0,1
store_BL,COMMON00036,251.3,66.1,432.3,497.6,131.4,858.7,1044.3,256.7,1828.1,2009.1,443.6,3587.4,1.0283586364938413,1.5045959402527769,0,0,1
store_BM,COMMON00036,27.7,2.0,54.9,55.6,3.6,110.0,119.9,8.5,237.0,243.9,20.4,480.2,0.9659421132163198,1.9041666666666666,0,0,1
store_BN,COMMON00036,100.6,5.3,210.2,200.2,9.7,418.5,423.4,16.6,887.7,834.5,34.8,1763.1,1.0111230233181452,2.0569067296340022,0,0,1
store_BO,COMMON00036,22.5,0.5,49.7,45.1,1.0,99.7,96.1,1.8,212.2,196.2,3.4,427.2,0.9730431022055644,2.187110187110187,0,0,1
store_BP,COMMON00036,126.7,28.1,226.4,253.3,56.5,451.9,537.2,117.8,957.9,1080.2,241.4,1923.8,1.005183265457238,1.5635585334077795,0,0,1
store_BQ,COMMON00036,95.3,14.7,176.2,190.8,30.3,350.9,410.5,69.1,756.0,828.2,140.1,1516.9,0.9877353601658317,1.6729176814417923,0,0,1
store_BR,COMMON00036,315.8,61.5,573.1,627.9,121.1,1144.7,1328.1,241.4,2424.6,2605.4,447.4,4792.7,1.016774525902315,1.6437283541635297,0,0,1
store_BS,COMMON00036,55.0,4.0,109.7,109.4,8.9,216.4,229.9,16.6,458.5,453.4,33.3,910.8,1.0120836655830217,1.921304347826087,0,0,1
store_BT,COMMON00036,118.1,25.2,206.6,236.3,52.5,412.1,508.9,124.3,891.7,1020.4,247.0,1786.5,0.988753383752407,1.5076620825147349,0,0,1
store_CA,COMMON00036,51.8,3.9,100.7,103.6,8.3,202.3,222.8,19.6,431.1,446.0,38.8,860.4,0.983170947741364,1.8461193360251233,0,0,1
store_CB,COMMON00036,79.3,13.0,147.9,158.9,24.8,296.3,338.4,48.9,632.0,692.2,114.6,1280.1,0.9954807933718303,1.7225997045790251,0,0,1
store_CD,COMMON00036,31.6,0.6,68.0,63.2,1.8,134.9,136.0,5.1,290.4,272.1,10.5,579.8,0.9743062692702982,2.096252755326965,0,0,1
store_CE,COMMON00036,12.4,0.1,25.8,24.8,0.2,51.4,53.2,0.6,111.2,106.0,1.4,222.8,0.9456024402643619,2.075046904315197,0,0,1
store_CG,COMMON00036,70.8,8.3,135.9,141.8,15.9,270.8,304.8,34.0,583.6,615.8,72.1,1172.2,0.985797827903091,1.8025582158084617,0,0,1
store_CH,COMMON00036,100.7,26.7,173.5,202.7,55.2,347.4,441.5,129.3,752.5,909.1,288.0,1531.1,0.9709143499919654,1.411231884057971,0,0,1
store_CI,COMMON00036,18.1,0.5,38.6,36.3,1.0,77.4,77.4,2.8,163.8,157.6,7.0,330.8,0.964818763326226,2.07741935483871,0,0,1
store_CJ,COMMON00036,11.0,0.0,25.9,21.9,0.0,51.8,45.7,0.0,110.8,88.1,0.0,218.5,0.9680258140217071,2.4192139737991263,0,0,1
store_CK,COMMON00036,18.4,0.3,39.3,36.9,0.8,78.5,78.7,1.5,167.5,158.3,3.2,334.4,0.9652037069417729,2.1065989847715736,0,0,1
store_CL,COMMON00036,29.4,1.5,58.7,58.7,4.1,117.5,125.6,8.5,251.0,251.2,16.7,500.3,0.979782270606532,1.9291964996022277,0,0,1
store_CN,COMMON00036,66.5,4.4,135.3,132.9,10.5,267.8,286.1,22.4,573.9,568.3,42.9,1143.7,0.9858180560359737,1.9269741439552757,0,0,1
store_CO,COMMON00036,27.1,1.0,57.4,54.4,1.8,114.8,117.0,5.1,244.1,238.7,12.5,494.0,0.9678571428571429,2.0409906063193852,0,0,1
store_CP,COMMON00036,8.2,4.7,11.6,16.4,9.5,23.3,35.3,20.5,49.9,71.8,42.0,101.4,0.9175680716150689,0.8305084745762712,0,0,1
store_CQ,COMMON00036,26.8,1.0,55.3,53.7,2.2,111.7,115.2,4.6,241.2,234.4,9.8,485.8,0.971718636693256,2.0520381613183,0,0,1
store_CR,COMMON00036,71.7,8.4,137.8,139.9,17.1,274.6,285.6,31.7,573.8,504.0,41.5,1082.7,1.0647460647460647,1.8974448722436115,0,0,1
store_CS,COMMON00036,75.1,7.9,144.2,149.6,15.1,290.4,317.9,31.8,617.8,626.9,58.2,1224.6,1.0029826826336643,1.8427672955974843,0,0,1
store_CT,COMMON00036,45.6,4.0,89.0,91.2,8.0,178.2,197.1,16.6,384.1,395.2,33.7,771.6,0.9766545298779183,1.8635902636916837,0,0,1
store_AA,COMMON00059,597.5,196.0,991.3,1180.9,384.7,1970.3,2465.7,763.6,4158.0,4694.3,1304.0,8094.8,1.0372723642865824,1.3765917754886854,0,0,1
store_AB,COMMON00059,13.7,0.6,28.0,27.6,1.4,56.0,58.9,3.0,120.0,119.9,7.0,242.2,0.9485345026540503,1.9830508474576272,0,0,1
store_AC,COMMON00059,203.2,74.7,338.5,404.5,140.8,671.6,857.7,288.1,1430.6,1689.5,545.3,2838.3,1.0118010257431658,1.3318955467474936,0,0,1
store_AD,COMMON00059,225.8,44.2,414.7,450.0,82.1,829.2,957.4,166.7,1769.9,1893.1,306.2,3503.0,1.0076158743380734,1.674360313315927,0,0,1
store_AE,COMMON00059,328.9,109.9,549.3,654.0,211.3,1100.7,1382.0,429.0,2327.6,2703.0,795.6,4620.2,1.017741103661681,1.373706678243253,0,0,1
store_AF,COMMON00059,16.8,0.3,40.7,33.3,0.7,81.0,70.4,0.8,171.9,136.5,1.5,339.3,0.9809264305177111,2.426950354609929,0,0,1
store_AG,COMMON00059,185.6,54.7,314.5,363.7,105.0,620.0,744.7,193.3,1296.1,1356.1,270.8,2466.3,1.0638338523854103,1.4806659505907624,0,0,1
store_AH,COMMON00059,339.2,103.1,569.5,676.0,215.7,1134.1,1434.1,455.4,2405.3,2841.4,893.9,4796.7,1.0115609809437658,1.3595732812717893,0,0,1
store_AI,COMMON00059,101.6,12.5,190.8,202.9,24.2,380.7,433.5,55.9,819.8,863.5,111.2,1637.2,0.9975454099165441,1.7617619926199262,0,0,1
store_AJ,COMMON00059,54.3,5.3,101.3,108.0,11.1,203.8,229.5,23.8,437.4,450.5,45.5,865.0,1.0009216589861751,1.8013937282229964,0,0,1
store_BA,COMMON00059,117.4,16.1,221.6,233.1,30.9,440.4,492.9,62.2,937.9,956.3,106.4,1848.0,1.0146054792152797,1.7762677484787017,0,0,1
store_BB,COMMON00059,102.5,5.8,215.4,202.8,10.7,426.7,424.4,21.1,907.9,812.8,36.4,1778.2,1.0278093455444883,2.0890459363957596,0,0,1
store_BC,COMMON00059,67.5,11.0,124.7,135.5,21.4,250.7,293.3,51.0,538.4,595.7,114.3,1083.6,0.9763270816257653,1.6612133605998634,0,0,1
store_BD,COMMON00059,96.6,5.3,192.7,193.3,12.3,386.0,416.0,25.7,827.4,832.8,51.4,1658.9,0.9880668257756562,1.9267003124248976,0,0,1
store_BE,COMMON00059,115.6,14.9,227.6,230.1,26.0,451.5,488.4,56.3,958.5,961.7,101.7,1890.2,1.0081981510552938,1.8468781985670422,0,0,1
store_BF,COMMON00059,128.6,35.6,223.5,257.3,70.3,445.0,552.6,150.7,956.7,1109.4,306.2,1913.6,0.9919777846343719,1.4582956395874795,0,0,1
store_BH,COMMON00059,312.2,108.7,520.7,616.1,204.3,1029.2,1282.5,399.3,2173.0,2425.4,652.1,4201.8,1.0408401400233371,1.3828941213160768,0,0,1
store_BI,COMMON00059,44.9,5.3,87.7,89.9,9.6,174.7,194.0,20.9,372.9,393.4,45.5,752.0,0.9767947788252356,1.8134981968057702,0,0,1
store_BJ,COMMON00059,106.9,36.9,176.8,214.8,74.2,354.5,464.2,164.3,765.1,950.2,352.0,1549.8,0.9806139921722115,1.2939909541244883,0,0,1
store_BK,COMMON00059,88.9,14.6,163.3,178.0,29.3,328.1,383.4,68.9,704.8,774.2,140.4,1416.4,0.986024844720497,1.6581486310299869,0,0,1
store_BL,COMMON00059,35.0,1.3,76.8,69.7,2.5,152.4,147.3,5.3,322.5,290.9,10.7,642.3,0.9980039920159681,2.151967435549525,0,0,1
store_BM,COMMON00059,156.6,53.6,257.8,312.6,104.4,516.1,667.6,228.0,1105.3,1328.9,451.8,2202.1,1.0008095096076006,1.3139134341770256,0,0,1
store_BN,COMMON00059,9.4,1.7,17.1,18.8,3.6,34.0,40.1,7.5,72.7,81.4,16.2,146.6,0.9347033476963872,1.6218905472636815,0,0,1
store_BO,COMMON00059,206.7,17.5,435.9,405.0,34.0,853.6,829.4,60.9,1782.2,1516.4,77.0,3420.8,1.0642204983867647,2.0751054852320676,0,0,1
store_BP,COMMON00059,81.1,13.4,147.7,162.8,27.3,298.3,350.4,60.1,640.6,715.4,133.5,1300.0,0.9835071549842348,1.6562054208273895,0,0,1
store_BQ,COMMON00059,306.2,100.7,507.8,614.0,202.1,1025.4,1322.7,440.2,2201.1,2682.9,923.5,4440.9,0.9898813564801343,1.3311914121560326,0,0,1
store_BR,COMMON00059,74.0,10.5,137.1,148.6,21.5,275.0,319.8,48.1,592.6,658.6,114.4,1208.1,0.9824747742963357,1.7020944045014066,0,0,1
store_BS,COMMON00059,132.3,7.9,265.4,260.8,15.9,529.1,537.1,23.7,1115.8,1015.0,34.3,2170.7,1.0498055915571192,2.0329486224869693,0,0,1
store_BT,COMMON00059,113.6,21.7,206.3,225.8,41.6,412.7,479.3,78.6,881.2,936.0,144.2,1742.7,1.0094487722520067,1.6741760534000834,0,0,1
